Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x6b9f,8446.315,627.8595833,9,6,18,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, and Auto Loan",19,12,11.05,12,_,1291,31.93151471,9 Years and 9 Months,Yes,28.20195929,37.20761625,Low_spent_Small_value_payments,287.3763828,1/2/2024
CUS_0x6ba,58162.12,4942.843333,8,4,13,2,"Debt Consolidation Loan, and Not Specified",15,19,1.39,4,Standard,1301.9,27.75142975,28 Years and 9 Months,No,60.10999658,433.5818282,Low_spent_Large_value_payments,270.5925085,1/10/2024
CUS_0x6ba2,20877.69,1855.8075,8,3,16,4,"Mortgage Loan, Student Loan, Mortgage Loan, and Auto Loan",26,16,6.89,5,Standard,560.41,37.87136237,24 Years and 0 Months,No,58.42224632,36.24640617,High_spent_Small_value_payments,350.9120975,1/6/2024
CUS_0x6ba3,35310.83,3058.569167,5,5,5,2,"Debt Consolidation Loan, and Not Specified",28,9,9.74,1,_,878.11,25.60107563,31 Years and 3 Months,No,31.42723883,91.99291552,High_spent_Small_value_payments,442.4367623,1/6/2024
CUS_0x6ba7,27223.1,2363.591667,8,6,7,0,,21,18,3.81,6,Good,1373.38,33.70433844,16 Years and 8 Months,No,0,22.71440807,High_spent_Large_value_payments,453.6447586,1/5/2024
CUS_0x6ba9,20272.23,1776.3525,4,3,12,1,Payday Loan,-1,5,4.83,6,Good,828.97,33.87400181,27 Years and 8 Months,No,11.48015041,74.53506603,High_spent_Medium_value_payments,341.6200336,1/5/2023
CUS_0x6bad,12144.58_,1006.048333,4,5,7,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Home Equity Loan",26,9,17.63,2,_,1292.76,23.34061475,27 Years and 0 Months,Yes,23.11978447,40.48786229,High_spent_Small_value_payments,296.9971866,1/7/2023
CUS_0x6bb2,21791.905,1871.992083,2,3,9,1,Debt Consolidation Loan,7,3,1.76,1,Good,166.25,29.23381072,20 Years and 5 Months,No,11.55616488,60.09534158,High_spent_Medium_value_payments,365.5477019,1/6/2024
CUS_0x6bb5,141477.56_,12012.79667,2,1,3,1,Credit-Builder Loan,14,8,1.39,2,Good,202.48,41.10905417,15 Years and 8 Months,No,66.2591189,824.5129225,Low_spent_Medium_value_payments,590.5076253,1/6/2023
CUS_0x6bbd,24390.29,1762.524167,3,6,3,3,"Not Specified, Payday Loan, and Student Loan",23,16,4.7,7,Good,523.63,33.55843808,33 Years and 0 Months,No,37.76089593,25.18564524,!@9#%8,363.3058755,1/1/2025
CUS_0x6bbe,87939.04,7343.253333,2,4,11,2,"Debt Consolidation Loan, and Payday Loan",4,7,_,4,Good,320.89,38.62693777,25 Years and 11 Months,No,74.00774816,262.2252445,High_spent_Medium_value_payments,648.0923407,1/5/2023
CUS_0x6bc0,10172.3,1046.691667,10,8,33,-100,"Debt Consolidation Loan, Payday Loan, Payday Loan, Not Specified, Personal Loan, and Home Equity Loan",20,16,7.39,13,Standard,2054.39,34.76991799,9 Years and 10 Months,Yes,36.48924719,114.5492984,!@9#%8,243.6306211,1/10/2024
CUS_0x6bc3,88905,7199.75,6,7,11,2,"Debt Consolidation Loan, and Mortgage Loan",11,12,0.58,3,Standard,971.83,23.26473721,31 Years and 5 Months,Yes,132.5525783,880.5663436,Low_spent_Small_value_payments,579.5057719,1/1/2024
CUS_0x6bcf,35198.01,2864.1675,3,7,9,2,"Mortgage Loan, and Mortgage Loan",9,11,3.28,3,Good,863.31,33.4814455,33 Years and 0 Months,No,72001,189.9482839,Low_spent_Medium_value_payments,332.8616443,1/1/2025
CUS_0x6bd,20981.46,1611.455,854,5,6,4,"Not Specified, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",9,6,15.02,2,_,793.39,26.0188332,18 Years and 0 Months,Yes,56745,117.4885775,Low_spent_Large_value_payments,276.3279665,1/1/2025
CUS_0x6bd8,90429.99,7363.8325,0,2,10,1,Student Loan,2,2,2.25,4,Good,1127.26,34.4140015,31 Years and 4 Months,No,42.68800148,60.34942802,High_spent_Large_value_payments,873.3458205,1/3/2023
CUS_0x6bda,42515.6,3447.966667,3,4,11,3,"Personal Loan, Student Loan, and Mortgage Loan",18,13,4.8,761,Good,629.75,27.76640243,16 Years and 0 Months,NM,103.3026646,52.65861871,High_spent_Large_value_payments,428.8353833,1/1/2025
CUS_0x6be3,147848.64,12274.72,0,4,3,3,"Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",6,2,2.16,1,_,731.37,36.89756694,29 Years and 11 Months,No,363.866397,905.1728645,Low_spent_Medium_value_payments,238.4327385,1/11/2023
CUS_0x6be5,44820.08,3898.006667,7,5,15,1,Student Loan,24,9,6.39,6,Standard,361.47,24.16369035,20 Years and 8 Months,NM,21.58133108,125.8309694,!@9#%8,492.3883662,1/1/2024
CUS_0x6bf5,70902.06_,5898.505,4,3,5,2,"Personal Loan, and Payday Loan",6,6,4.88,7,_,720.71,34.47018277,24 Years and 11 Months,No,29215,102.4275932,!@9#%8,667.7132432,1/2/2023
CUS_0x6bff,8605.54,722.1283333,7,6,30,9,"Payday Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",20,20,23.34,12,Bad,4445.09,37.47792018,13 Years and 2 Months,NM,40.43170253,33.72399893,Low_spent_Medium_value_payments,278.0571319,1/8/2023
CUS_0x6c00,55644.39,4715.0325,9,8,21,6,"Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, Personal Loan, and Student Loan",18,22,2.24,10,Bad,1816.21,33.78450677,19 Years and 9 Months,Yes,14063,77.76326208,High_spent_Medium_value_payments,479.8151552,1/7/2023
CUS_0x6c0f,48331.59,3847.419395,7,9,32,6,"Payday Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Student Loan, and Auto Loan",55,22,15.7,9,Bad,3465.91,37.18200082,12 Years and 2 Months,Yes,457.0380165,__10000__,Low_spent_Small_value_payments,50.07724776,1/6/2023
CUS_0x6c12,33827.58,2736.965,8,3,14,2,"Not Specified, and Debt Consolidation Loan",13,7,17.96,0,Standard,1191.4,37.87336617,32 Years and 2 Months,Yes,32.36085257,351.2245946,Low_spent_Small_value_payments,180.1110528,1/7/2024
CUS_0x6c17,124955.08,10233.92333,3,6,15,3,"Credit-Builder Loan, Not Specified, and Auto Loan",14,16,6.55,2,Standard,826.98,38.89562809,33 Years and 5 Months,Yes,205.8336847,211.2015625,High_spent_Medium_value_payments,856.3570862,1/1/2024
CUS_0x6c23,51324.82,4350.068333,7,3,11,1,Student Loan,22,12,7.49,12,_,138.16,29.00009382,18 Years and 2 Months,Yes,28.73566177,94.9119241,High_spent_Large_value_payments,551.3592475,1/10/2024
CUS_0x6c24,80906.36,6990.196667,7,7,23,1480,"Mortgage Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",42,16,5.43,9,Bad,4841.43,32.54496197,9 Years and 3 Months,Yes,403.4848775,118.2724659,High_spent_Large_value_payments,417.2623233,1/5/2024
CUS_0x6c27,56797.38,4784.115,6,4,18,5,"Mortgage Loan, Personal Loan, Not Specified, Student Loan, and Personal Loan",12,14_,10.72,12,_,2279.72,35.35651412,16 Years and 6 Months,NM,141.7218354,171.5219391,Low_spent_Small_value_payments,455.1677255,1/10/2023
CUS_0x6c2a,102942.36,8460.53,3,5,18,2_,"Student Loan, and Student Loan",22,13,18.28,5,Standard,76.07,34.7747885,14 Years and 4 Months,Yes,131.6009493,198.1036598,High_spent_Large_value_payments,756.3483909,1/4/2024
CUS_0x6c2c,41654.62,3512.218333,10,10,25,7,"Payday Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, and Personal Loan",18,19,1.32,11,_,2097.37,28.57073743,12 Years and 9 Months,Yes,138.7064328,239.0358306,High_spent_Small_value_payments,233.4795699,1/4/2023
CUS_0x6c2d,74248.72,6285.485352,6,6,26,6,"Auto Loan, Personal Loan, Not Specified, Payday Loan, Student Loan, and Personal Loan",15,16_,13.69,12,_,1989.71,31.74761515,10 Years and 8 Months,Yes,411.9626093,105.8379544,High_spent_Large_value_payments,449.6467507,1/7/2024
CUS_0x6c2e,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",6,6,3.9,3,Good,327.88,39.53810864,31 Years and 4 Months,No,24.82142498,__10000__,Low_spent_Small_value_payments,209.5576971,1/10/2024
CUS_0x6c3b,11333.42,840.4516667,7,6,17,2,"Mortgage Loan, and Mortgage Loan",11,4042,12.18,7,Standard,125.01,24.17685742,24 Years and 2 Months,Yes,18.31565887,19.89223896,High_spent_Medium_value_payments,295.8372688,1/2/2023
CUS_0x6c45,41600.34_,3507.695,7,3,17,6_,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",27,10,11.32,11,Standard,2600.88,23.74158861,20 Years and 4 Months,Yes,137.6423097,169.0000479,Low_spent_Medium_value_payments,324.1271424,1/11/2024
CUS_0x6c49,81471.96,6763.33,6,6,25,5,"Student Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",19,13,27.09,6,_,2679.69,39.14046309,11 Years and 6 Months,Yes,202.857783,87.26288726,High_spent_Large_value_payments,626.2123297,1/12/2023
CUS_0x6c4c,85953.88,7140.823333,3,3,16,4,"Personal Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",23,18,15.55,9,Standard,649.07,27.12889687,29 Years and 0 Months,NM,219.2491745,115.21595,High_spent_Large_value_payments,619.6172089,1/6/2023
CUS_0x6c4e,15784.29,1147.3575,5,5,9,7,"Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Debt Consolidation Loan",7,14,_,7,Standard,485.24,29.80498299,17 Years and 9 Months,Yes,91.89197618,111.5019795,Low_spent_Small_value_payments,201.3417943,1/3/2024
CUS_0x6c52,100241.67,8121.4725,8,5,10,4,"Student Loan, Auto Loan, Not Specified, and Mortgage Loan",20,14,1.8,3,Good,209.63,41.9505305,21 Years and 11 Months,No,260.608105,72.39262088,High_spent_Large_value_payments,719.1465241,1/7/2023
CUS_0x6c53,116611.8,9836.65,7,3,15,3,"Credit-Builder Loan, Not Specified, and Personal Loan",16,16,19.43,0,Standard,1373.9,41.22075403,30 Years and 6 Months,Yes,288.2533797,487.4590962,Low_spent_Large_value_payments,477.9525241,1/7/2023
CUS_0x6c58,9409.45,952.1208333,5,6,13,7,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Student Loan, and Personal Loan",7,10,10.11,7,Standard,209.02,40.70951467,8 Years and 3 Months,Yes,37.52407485,33.74433577,Low_spent_Large_value_payments,293.9436727,1/9/2023
CUS_0x6c5c,118228.38,10121.365,5,5,4255,3,"Not Specified, Mortgage Loan, and Personal Loan",6,0,7.54,0,Good,359.59,34.54741639,27 Years and 3 Months,No,271.1209091,201.1981084,High_spent_Large_value_payments,779.8174825,1/6/2024
CUS_0x6c5d,72050.92,6173.243333,2,5,4,2,"Auto Loan, and Credit-Builder Loan",12,7,1.19,1,Good,297.94,29.13307681,27 Years and 4 Months,No,88.94101184,185.6762107,High_spent_Medium_value_payments,592.7071108,1/2/2023
CUS_0x6c5f,44864.55,3840.7125,4,7,2,4,"Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",7,-1,12.34,1,Good,441.24,40.07623885,32 Years and 5 Months,No,107.49008,342.2195223,Low_spent_Medium_value_payments,214.3616477,1/9/2024
CUS_0x6c65,62276.37_,5249.6975,5,8,29,2,"Payday Loan, and Payday Loan",10,9,18.89,12,Standard,1402.89,24.48805159,17 Years and 9 Months,Yes,70.05445943,294.3637204,High_spent_Small_value_payments,420.5515702,1/2/2024
CUS_0x6c66,8701.545_,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,9,Standard,2602.69,28.81553706,9 Years and 6 Months,NM,36.54819717,30.4718063,Low_spent_Small_value_payments,264.7720511,1/4/2023
CUS_0x6c67,19071.34,1690.258936,8,5,17,2_,"Auto Loan, and Credit-Builder Loan",30,19,10.17,4,Standard,118.72,27.80017475,31 Years and 4 Months,No,203.6715602,192.9853039,Low_spent_Medium_value_payments,249.2903665,1/3/2024
CUS_0x6c6d,73028.88,5955.74,7,6,34,8,"Mortgage Loan, Student Loan, Personal Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Not Specified",51,16,22.75,9,Bad,3641.51,23.15169819,14 Years and 5 Months,NM,425.5467784,113.7426529,High_spent_Medium_value_payments,288.8459947,1/10/2024
CUS_0x6c71,34627.86,2748.655,8,8,19,3,"Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",18,12,10.17,11,Standard,2538.81,28.52222773,8 Years and 5 Months,Yes,81.83340589,291.7078454,Low_spent_Small_value_payments,191.3242487,1/2/2023
CUS_0x6c83,31938.39_,2140.545816,4,7,19,2,"Auto Loan, and Auto Loan",14,8,4.73,2,Standard,1351.51,28.8286911,26 Years and 1 Months,No,389.3598805,100.0655149,High_spent_Small_value_payments,365.2145383,1/10/2023
CUS_0x6c85,72576.04,5934.003333,5,3,7,4,"Credit-Builder Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",5,14,2.27,1,Good,478.74,39.25268233,25 Years and 0 Months,No,197.0099318,137.855864,High_spent_Medium_value_payments,508.5345375,1/6/2023
CUS_0x6c88,103495.68,8611.64,7,6,8,7,"Student Loan, Not Specified, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Student Loan",15,7,19.79,5,Standard,482.64,24.00911561,7 Years and 6 Months,Yes,427.1441829,650.9949285,Low_spent_Medium_value_payments,63.02488861,1/10/2023
CUS_0x6c89,23001.71,1901.809167,5,6,12,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",20,16,0.83,4,_,1091.42,34.06776901,30 Years and 6 Months,Yes,47.40727166,48.95746113,High_spent_Medium_value_payments,343.8161839,1/12/2024
CUS_0x6c8b,18254.505,1605.20875,3,729,9,0,,10,6,2.86,6,_,211.41,33.09617449,19 Years and 6 Months,No,0,164.1963657,Low_spent_Medium_value_payments,276.3245093,1/6/2023
CUS_0x6c8e,19098.69,1509.5575,8,10,22,9,"Mortgage Loan, Not Specified, Home Equity Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Personal Loan, and Personal Loan",47,19,26.84,154,Bad,4964.77,38.36595309,12 Years and 3 Months,Yes,95.42339346,161.8768037,Low_spent_Small_value_payments,183.6555529,1/9/2023
CUS_0x6c8f,31029.87,2856.8225,1,4,2723,2,"Credit-Builder Loan, and Personal Loan",6,3,1.61,3,Good,1347.05,38.56927241,16 Years and 3 Months,No,34.94921997,42.18950518,High_spent_Medium_value_payments,458.5435249,1/2/2023
CUS_0x6c90,52770.12,4633.51,6,1229,19,5,"Credit-Builder Loan, Home Equity Loan, Payday Loan, Student Loan, and Payday Loan",61,26,17.9,14,Bad,3958.71,37.0394104,14 Years and 4 Months,Yes,191.8522573,42.88452675,High_spent_Large_value_payments,468.614216,1/7/2023
CUS_0x6c91,67518.81,5365.5675,8,5,8,1,Personal Loan,9,17,8.88,5,Standard,264.7,28.53492449,22 Years and 10 Months,No,28.65858051,601.0948487,Low_spent_Small_value_payments,196.8033208,1/12/2023
CUS_0x6c92,14513.88,1067.49,10,948,33,6,"Personal Loan, Auto Loan, Not Specified, Personal Loan, Home Equity Loan, and Mortgage Loan",34,21,24.45,11,Bad,3114.29,32.61113247,11 Years and 0 Months,Yes,65.43734738,37.83936556,High_spent_Small_value_payments,263.4722871,1/9/2024
CUS_0x6c95,32273.01_,2800.4175,1,4,2,3,"Mortgage Loan, Mortgage Loan, and Student Loan",6,1,0.06,3,Good,1362.01,34.76758335,15 Years and 9 Months,NM,65.04265706,330.1884228,Low_spent_Small_value_payments,174.8106701,1/6/2023
CUS_0x6c99,9582.025_,1022.502083,5,7,7,2,"Payday Loan, and Personal Loan",8,13,5.49,1,Good,820.12,26.52395586,33 Years and 4 Months,No,8.129068767,80.89999982,Low_spent_Medium_value_payments,293.2211397,1/8/2024
CUS_0x6c9b,17135.68,1628.973333,8,5,18,2_,"Student Loan, and Auto Loan",20,9,18.15,13,Standard,1055.36,25.97817772,12 Years and 5 Months,Yes,27.65691337,37.0565136,Low_spent_Large_value_payments,266.5454927,1/1/2025
CUS_0x6c9d,34281.92,2733.826667,1,7,9,4,"Home Equity Loan, Payday Loan, Not Specified, and Credit-Builder Loan",7,6,10.35,0,Good,935.85,29.32914858,19 Years and 9 Months,No,76.11284282,__10000__,High_spent_Medium_value_payments,337.5388032,1/6/2023
CUS_0x6c9e,60882.9,5157.575,6,6,23,3,"Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",60,20,2.41,16,Bad,1737.83,24.67565751,15 Years and 3 Months,Yes,133.800726,304.1443742,Low_spent_Large_value_payments,347.8123998,1/11/2023
CUS_0x6ca6,15964.31,1229.359167,10,5,22,5,"Mortgage Loan, Home Equity Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",47,20,21.73,15,Bad,4375.21,32.42779835,4 Years and 7 Months,Yes,54.02442559,__10000__,Low_spent_Medium_value_payments,307.446667,1/9/2024
CUS_0x6ca8,33763.89,2578.6575,4,3,8,-100,"Payday Loan, and Mortgage Loan",17,19,4.7,0,Standard,812.74,25.08582964,30 Years and 8 Months,No,30.02077907,107.6474006,Low_spent_Medium_value_payments,253.2204722,1/2/2024
CUS_0x6cad,47291.79,3852.9825,10,6,28,8,"Personal Loan, Mortgage Loan, Not Specified, Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, and Payday Loan",38,20,20.27,8,Bad,3148.34,29.21682988,13 Years and 2 Months,Yes,196.8880458,478.8093911,Low_spent_Small_value_payments,143.8705629,1/8/2023
CUS_0x6cae,27339.81,2518.3175,3,5,9,1,Not Specified,16,14,4.82,6,Standard,1342.51,35.06150903,23 Years and 10 Months,NM,14.66875353,208.393312,!@9#%8,318.7696844,1/8/2023
CUS_0x6cb3,16069.44,1311.12,3,4,20,2,"Auto Loan, and Debt Consolidation Loan",30,12,16.57,9,Standard,2550.25,36.1920489,18 Years and 8 Months,Yes,21.93220754,40.38478979,High_spent_Small_value_payments,328.7950027,1/4/2024
CUS_0x6cb4,114948,9541.662004,3,6,11,7,"Student Loan, Not Specified, Payday Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, and Student Loan",11,9,7.01,10,Standard,1468.69,26.57899519,14 Years and 3 Months,Yes,682.2537785,121.265486,High_spent_Large_value_payments,673.7187312,1/7/2023
CUS_0x6cb9,11244.63,578.6241533,3,3,20,4,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",24,15,18.34,4,Standard,94.17,23.72964773,20 Years and 8 Months,Yes,123.0646385,20.43965566,Low_spent_Medium_value_payments,291.6293026,1/11/2024
CUS_0x6cbb,72330.98,6300.581667,0,3,11,1,Auto Loan,1,6,4.62,1,Good,596.78,24.83928335,33 Years and 3 Months,No,31.37979416,301.2225183,Low_spent_Large_value_payments,567.4558542,1/8/2024
CUS_0x6cc,20949.58,1963.798333,4,5,8,1,Debt Consolidation Loan,24,15,16.25,6,Standard,486.48,27.63047123,19 Years and 4 Months,Yes,11.74975194,89.73066705,High_spent_Small_value_payments,354.8994143,1/6/2023
CUS_0x6cc3,16090.31,1079.859167,7,5,23,2,"Mortgage Loan, and Student Loan",54,20_,0.61,8,_,1673.31,36.44684979,14 Years and 4 Months,Yes,17.39779271,45.82642523,Low_spent_Small_value_payments,334.7616987,1/5/2024
CUS_0x6cc4,52830,4506.5,6,5,30,-100,"Not Specified, Personal Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Mortgage Loan, and Personal Loan",37,19,4.99,10,Bad,1606.49,40.63641773,14 Years and 9 Months,Yes,369.4844281,187.4483406,Low_spent_Medium_value_payments,173.7172313,1/10/2024
CUS_0x6cc6,59477,5231.416667,4,7,5,3,"Mortgage Loan, Home Equity Loan, and Student Loan",27,15,10.46,7,Standard,1721.85,29.54531926,13 Years and 11 Months,Yes,147.774374,110.4003034,!@9#%8,504.9669893,1/7/2023
CUS_0x6ccb,24312.94,2040.078333,4,6,20,6,"Auto Loan, Auto Loan, Auto Loan, Personal Loan, Student Loan, and Not Specified",24,15,19.83,4,Standard,636.21,31.84253474,10 Years and 3 Months,Yes,120.6661971,65.39262908,!@9#%8,297.9490072,1/10/2024
CUS_0x6ccd,7477.175,662.2354715,9,5,15,227_,"Home Equity Loan, Student Loan, Student Loan, Auto Loan, Payday Loan, Auto Loan, Not Specified, and Home Equity Loan",55,19,23.52,7,Bad,4944.58,29.95204783,7 Years and 10 Months,Yes,86.04288815,57.03658054,Low_spent_Large_value_payments,249.0927682,1/6/2024
CUS_0x6cce,16038.69,1176.5575,8,7,16,7,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, Student Loan, Credit-Builder Loan, and Mortgage Loan",24,12,13.5,9,Standard,1975.78,33.23005013,16 Years and 9 Months,Yes,79.94205891,69.0414126,Low_spent_Medium_value_payments,248.6722785,1/12/2023
CUS_0x6cd1,81338.16,6642.18,11,10,33,8,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",60,15,19.26,12,_,4455.19,28.26113394,14 Years and 5 Months,Yes,356.7665325,441.5262414,Low_spent_Large_value_payments,135.925226,1/2/2023
CUS_0x6cd2,22558.95,1991.9125,4,5,11,-100,"Student Loan, Auto Loan, Personal Loan, and Mortgage Loan",6,14,17.74,5,_,141.14,32.90655644,31 Years and 6 Months,Yes,64.30119007,75.4172132,Low_spent_Medium_value_payments,339.4728467,1/2/2024
CUS_0x6cd4,27265.17,2101.653319,3,6,1010,0,,28,10,1.08,2,_,474.37,25.32293513,32 Years and 6 Months,Yes,309.4441809,159.1037799,Low_spent_Small_value_payments,372.0059701,1/8/2024
CUS_0x6cd9,16653.5,1095.791667,3,2,7,2,"Debt Consolidation Loan, and Payday Loan",11,11,11.5,8,Good,574.43,36.01885311,16 Years and 2 Months,No,20.63424501,116.2666328,Low_spent_Small_value_payments,262.6782889,1/9/2024
CUS_0x6cda,16586.58,1470.215,6,5,32,3,"Mortgage Loan, Not Specified, and Payday Loan",51,19,4.6,7,Bad,2424.8,30.94595846,13 Years and 11 Months,Yes,22.91432794,80.64524755,Low_spent_Medium_value_payments,323.4619245,1/2/2024
CUS_0x6cdd,40069.45,3616.120833,3,5,3,2,"Not Specified, and Credit-Builder Loan",0,10,5.42,6,_,25.16,27.15159645,25 Years and 2 Months,No,63.06480596,202.3627698,Low_spent_Small_value_payments,386.1845076,1/9/2024
CUS_0x6ce,96683.48,7984.892227,7,7,11,4,"Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",18,15,0.77,1,Good,1084.27,36.75864106,17 Years and 4 Months,No,489.7683799,292.3532854,High_spent_Medium_value_payments,610.7384415,1/8/2023
CUS_0x6ce0,37889.06,3034.421667,9,7,15,5,"Payday Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Debt Consolidation Loan",33,22,16.72,14,Bad,2063,40.14900516,19 Years and 2 Months,Yes,94.78799565,193.6296915,Low_spent_Large_value_payments,285.0244795,1/5/2024
CUS_0x6cec,78208.96,6595.413333,8,5,9,3,"Debt Consolidation Loan, Personal Loan, and Auto Loan",21,9,11.2,5,Standard,1419.42,34.39060577,33 Years and 2 Months,No,184.3775922,582.2945359,Low_spent_Small_value_payments,182.8692052,1/6/2024
CUS_0x6ced,19071.07,1887.255833,7,6,20,4,"Personal Loan, Mortgage Loan, Personal Loan, and Credit-Builder Loan",44,27,7.06,13,Bad,1538.98,30.80798367,13 Years and 2 Months,Yes,52.15717234,151.088927,Low_spent_Small_value_payments,275.479484,1/5/2024
CUS_0x6cf3,45499.89,3659.411208,8,8,33,5,"Personal Loan, Student Loan, Not Specified, Debt Consolidation Loan, and Student Loan",30,18,20.41,9,Bad,4654.47,35.12701162,7 Years and 2 Months,Yes,355.3469959,__10000__,High_spent_Medium_value_payments,377.5886437,1/3/2023
CUS_0x6cf5,72604.48,5951.373333,5,4,11,3,"Credit-Builder Loan, Not Specified, and Not Specified",17,17,19.9,7,Standard,1469.47,36.23508179,15 Years and 4 Months,Yes,172.0958992,161.8779158,High_spent_Medium_value_payments,511.1635183,1/5/2023
CUS_0x6cf6,105774.57,8540.5475,5,5,16,2,"Auto Loan, and Payday Loan",25,8,15.38,7,_,582.13,35.66706804,29 Years and 0 Months,Yes,148.6555317,117.9678155,High_spent_Medium_value_payments,837.4314028,1/9/2023
CUS_0x6cfa,21809.35,1672.445833,5,7,10,1,Personal Loan,4,2,_,5,Good,739.01,31.50783349,25 Years and 2 Months,No,16.39235759,46.82990193,High_spent_Medium_value_payments,354.0223238,1/2/2023
CUS_0x6d02,76519.3,6277.608333,5,7,10,4,"Student Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",2,5,10.43,3,Good,260.85,33.23967149,32 Years and 3 Months,No,228.5434194,120.4197938,High_spent_Large_value_payments,518.7976202,1/3/2023
CUS_0x6d04,20734.2,1970.85,5,662,2,3,"Mortgage Loan, Auto Loan, and Auto Loan",7,1,5.23,3,Good,139.77,25.87373977,26 Years and 11 Months,No,32.92147168,83.65795567,High_spent_Medium_value_payments,330.5055727,1/10/2023
CUS_0x6d05,84833.62,6875.468333,5,1,8,4,"Auto Loan, Payday Loan, Payday Loan, and Home Equity Loan",4,-2,2.05,2,Good,557.38,24.38144176,20 Years and 9 Months,No,274.9442044,481.944248,Low_spent_Large_value_payments,200.658381,1/1/2023
CUS_0x6d0e,34898.9,2787.832346,7,4,7,2,"Payday Loan, and Credit-Builder Loan",12,17,15.48,8,Standard,198.75,26.35849134,21 Years and 2 Months,Yes,325.153632,242.4364093,Low_spent_Large_value_payments,302.843446,1/2/2023
CUS_0x6d15,41550.06,3000.939039,9,7,24,2,"Home Equity Loan, and Not Specified",44,19,8.28,8,Bad,2507.93,29.66754783,9 Years and 2 Months,Yes,239.1287801,187.7326422,Low_spent_Small_value_payments,372.8550385,1/6/2023
CUS_0x6d17,35942.96,3081.246667,4,3,20,4,"Not Specified, Payday Loan, Mortgage Loan, and Auto Loan",3,15,2.92,4,Standard,707.38,37.10477787,26 Years and 10 Months,No,116.0195532,93.02829773,Low_spent_Large_value_payments,369.0768157,1/10/2023
CUS_0x6d1a,76041.16,6078.763333,6,6,15,3_,"Student Loan, Mortgage Loan, and Payday Loan",7,9,15.46,11,Standard,2473.58,40.22838158,19 Years and 3 Months,Yes,184.7226306,288.1582117,Low_spent_Large_value_payments,404.9954911,1/12/2023
CUS_0x6d1e,16144.57,1280.380833,6,6,27,5,"Personal Loan, Personal Loan, Payday Loan, Student Loan, and Payday Loan",32,21,8.65,12,Bad,1496.51,23.79154105,18 Years and 3 Months,Yes,34.30780765,61.73762241,Low_spent_Medium_value_payments,311.9926533,1/10/2023
